33677 0:-999 134:-72 307:-58 414:-53 524:-64 967:-66 1160:-69 1346:-70 1883:-33 2097:-73 2325:-999
54133 0:-999 181:-50 837:-74 1132:-85 1155:-86 1639:-86 2068:-87 2325:-999
219753 0:-999 18:-89 377:-59 793:-78 1026:-85 1445:-58 1462:-40 1533:-70 1781:-80 1784:-41 2126:-80 2325:-999
131125 0:-999 597:-31 1236:-58 1711:-54 1981:-28 2189:-65 2325:-999
131327 0:-999 181:-39 206:-68 504:-85 837:-81 885:-82 990:-81 1289:-83 1639:-76 2325:-999
131546 0:-999 378:-59 640:-58 1160:-56 1346:-65 1787:-54 1883:-68 1905:-65 2136:-65 2168:-66 2302:-65 2325:-999
131627 0:-999 437:-81 544:-85 597:-45 1236:-66 1711:-42 1981:-21 2189:-66 2325:-999
131628 0:-999 218:-64 619:-87 973:-80 1190:-61 1390:-44 1407:-79 1638:-63 1827:-42 1992:-56 2325:-999
131629 0:-999 640:-69 658:-61 1105:-87 1160:-86 1346:-84 1387:-33 1802:-90 1905:-17 2136:-74 2168:-85 2325:-999
131905 0:-999 22:-60 466:-73 544:-56 1057:-62 1203:-58 1775:-49 1868:-75 2027:-79 2189:-67 2293:-54 2325:-999
131935 0:-999 134:-77 352:-85 773:-79 967:-82 1387:-90 1787:-80 1883:-78 2114:-86 2136:-77 2246:-82 2325:-999
131936 0:-999 134:-77 352:-85 773:-79 967:-82 1387:-90 1787:-80 1883:-78 2114:-86 2136:-77 2246:-82 2325:-999
131937 0:-999 98:-66 134:-52 524:-40 572:-60 1065:-67 1411:-64 1850:-61 1986:-65 2246:-63 2311:-58 2325:-999
131938 0:-999 98:-66 134:-52 524:-40 572:-60 1065:-67 1411:-64 1850:-61 1986:-65 2246:-63 2311:-58 2325:-999
132065 0:-999 98:-59 134:-46 524:-39 572:-55 967:-63 1158:-70 1850:-63 2119:-60 2246:-56 2311:-53 2325:-999
132295 0:-999 98:-72 270:-68 1065:-72 1158:-73 1230:-51 1381:-40 2246:-71 2311:-63 2312:-71 2325:-999
132296 0:-999 270:-72 1158:-74 1230:-48 1381:-42 1411:-80 1850:-76 2119:-76 2246:-72 2311:-64 2312:-76 2325:-999
132394 0:-999 134:-42 270:-64 524:-36 728:-67 967:-61 1065:-67 1411:-59 2119:-57 2246:-52 2312:-57 2325:-999
132405 0:-999 189:-81 262:-56 378:-61 640:-35 1387:-81 1727:-62 1787:-55 1802:-58 1831:-54 2014:-56 2325:-999
132492 0:-999 476:-78 685:-80 1035:-84 1092:-88 1284:-84 1508:-93 1808:-47 1969:-50 2325:-999
132623 0:-999 42:-62 517:-67 730:-70 809:-46 1399:-67 1437:-41 1539:-49 1819:-39 1844:-79 2325:-999
132918 0:-999 383:-56 667:-56 973:-39 1032:-62 1190:-51 1390:-72 1638:-61 1827:-54 1988:-37 2221:-69 2325:-999
132974 0:-999 262:-61 378:-70 640:-54 1481:-64 1787:-42 1905:-65 2014:-67 2325:-999
133666 0:-999 303:-82 511:-73 569:-66 1159:-85 1509:-46 1899:-88 1933:-71 1946:-74 2057:-72 2284:-79 2325:-999
134512 0:-999 110:-81 181:-77 206:-36 1132:-86 1477:-75 1639:-71 1922:-80 1950:-81 2068:-83 2325:-999
134606 0:-999 83:-90 181:-39 206:-78 504:-85 679:-84 837:-81 885:-84 1132:-88 1930:-84 1953:-87 2325:-999
134758 0:-999 77:-66 284:-70 314:-54 1031:-79 1176:-78 1482:-72 1533:-57 1964:-31 2126:-69 2161:-76 2325:-999
134785 0:-999 284:-79 511:-48 960:-79 1058:-75 1114:-77 1159:-51 1898:-74 1899:-49 2144:-73 2284:-50 2325:-999
134797 0:-999 391:-69 398:-67 841:-55 1689:-48 1819:-77 1999:-70 2008:-36 2150:-60 2234:-42 2325:-999
134825 0:-999 134:-61 307:-61 414:-45 967:-60 1160:-74 1346:-75 1717:-74 1883:-38 2097:-79 2201:-81 2325:-999
134972 0:-999 98:-32 134:-66 524:-61 1158:-63 1277:-63 1411:-73 1850:-42 1986:-59 2246:-54 2311:-55 2325:-999
134994 0:-999 114:-50 236:-72 332:-80 407:-68 457:-54 847:-71 850:-52 1183:-62 2323:-56 2325:-999
135087 0:-999 252:-68 709:-82 795:-84 1256:-58 1291:-88 1345:-66 1561:-85 1845:-64 2178:-57 2286:-66 2325:-999
135099 0:-999 262:-63 378:-52 640:-50 1011:-80 1481:-70 1787:-55 1823:-67 1831:-47 2014:-60 2136:-65 2325:-999
135104 0:-999 98:-69 134:-53 728:-43 967:-71 1015:-76 1065:-54 1411:-55 1986:-72 2119:-45 2246:-67 2325:-999
135289 0:-999 667:-65 858:-53 1086:-81 1190:-58 1390:-42 1638:-54 1827:-41 1988:-65 1992:-57 2039:-86 2325:-999
136032 0:-999 27:-67 416:-83 547:-68 692:-57 950:-77 1120:-63 1512:-69 1854:-58 2325:-999
136033 0:-999 134:-47 270:-48 728:-37 967:-60 1015:-61 1054:-66 1065:-58 1411:-61 2119:-40 2246:-67 2325:-999
137103 0:-999 27:-35 692:-48 770:-39 1120:-64 1512:-40 1581:-76 1806:-79 1854:-71 2095:-72 2325:-999
137745 0:-999 294:-59 324:-44 358:-45 418:-85 592:-61 972:-71 1031:-66 1067:-84 1119:-61 1473:-43 2325:-999
137812 0:-999 83:-90 181:-52 206:-59 504:-91 561:-90 837:-84 885:-84 1289:-82 1639:-85 1930:-81 2325:-999
139295 0:-999 373:-73 961:-86 1160:-60 1346:-56 1481:-69 1787:-53 1831:-79 1883:-69 2136:-62 2168:-61 2325:-999
139296 0:-999 378:-62 640:-61 658:-70 957:-83 1160:-75 1787:-42 1883:-74 1905:-60 2136:-66 2168:-72 2325:-999
139759 0:-999 11:-57 166:-49 179:-56 787:-46 856:-55 1709:-49 1935:-46 2134:-46 2150:-85 2211:-49 2325:-999
140059 0:-999 27:-59 416:-71 436:-64 547:-62 692:-62 950:-68 1120:-64 1581:-88 1854:-71 1984:-88 2325:-999
140107 0:-999 667:-67 730:-65 858:-66 885:-78 968:-31 1032:-75 1407:-26 1638:-63 1910:-59 2325:-999
140353 0:-999 307:-62 1158:-87 1160:-66 1346:-66 1883:-42 1905:-73 2097:-75 2136:-74 2168:-66 2302:-90 2325:-999
140480 0:-999 114:-33 236:-63 407:-70 457:-58 850:-22 1002:-68 1183:-73 1585:-67 1622:-64 2181:-64 2325:-999
140527 0:-999 667:-78 730:-52 809:-73 973:-88 1190:-79 1390:-84 1407:-74 1638:-58 1827:-74 1988:-87 2325:-999
140678 0:-999 4:-61 397:-63 615:-65 861:-60 1064:-67 1677:-62 1781:-67 2135:-57 2273:-34 2325:-999
140948 0:-999 189:-80 205:-57 378:-52 640:-64 1758:-62 1787:-55 1905:-64 2136:-61 2232:-61 2302:-67 2325:-999
141556 0:-999 98:-57 134:-44 524:-43 1158:-68 1277:-69 1411:-66 1850:-60 2119:-63 2246:-43 2311:-50 2325:-999
141577 0:-999 730:-77 885:-69 968:-29 1032:-76 1190:-70 1369:-74 1407:-24 1638:-65 1827:-83 1910:-65 2325:-999
141668 0:-999 22:-61 544:-57 1057:-66 1203:-65 1236:-78 1503:-85 1775:-50 1868:-74 2189:-88 2293:-59 2325:-999
141842 0:-999 134:-46 252:-66 270:-38 728:-48 967:-58 1050:-85 1717:-49 2087:-86 2119:-47 2320:-75 2325:-999
141843 0:-999 134:-51 252:-66 270:-57 728:-52 967:-64 1050:-85 1717:-49 2087:-86 2119:-47 2320:-75 2325:-999
142262 0:-999 284:-63 377:-35 960:-62 1445:-29 1462:-65 1495:-64 1533:-38 1784:-65 1898:-70 2126:-55 2325:-999
142486 0:-999 134:-37 524:-40 572:-59 773:-66 967:-58 1986:-58 2119:-60 2246:-48 2311:-48 2312:-66 2325:-999
143100 0:-999 110:-75 181:-77 206:-44 336:-84 1132:-80 1289:-82 1639:-69 1922:-83 1953:-81 2068:-83 2325:-999
143552 0:-999 134:-63 307:-61 414:-47 572:-57 967:-62 1346:-67 1717:-71 1883:-49 2097:-71 2168:-67 2325:-999
143621 0:-999 252:-71 662:-67 709:-87 1256:-60 1842:-79 1845:-60 2178:-60 2286:-47 2325:-999
143622 0:-999 252:-66 662:-70 709:-81 795:-78 1256:-56 1345:-59 1561:-77 1845:-57 2178:-57 2286:-49 2325:-999
144312 0:-999 48:-74 195:-67 273:-73 876:-76 1246:-80 1250:-56 1788:-61 1898:-81 2110:-75 2318:-60 2325:-999
144602 0:-999 134:-73 307:-58 414:-59 572:-63 967:-59 1160:-74 1883:-36 2097:-69 2119:-82 2246:-85 2325:-999
145344 0:-999 72:-79 444:-54 818:-79 840:-82 854:-50 1041:-83 1081:-73 1801:-49 2099:-73 2146:-53 2325:-999
145465 0:-999 98:-70 728:-83 1015:-93 1065:-76 1230:-49 1381:-41 1850:-71 2119:-77 2246:-68 2312:-73 2325:-999
145501 0:-999 205:-66 378:-71 640:-70 1160:-78 1387:-78 1481:-88 1758:-67 1787:-70 2136:-75 2232:-67 2325:-999
145538 0:-999 48:-56 377:-29 758:-63 960:-70 1445:-31 1462:-66 1784:-70 1964:-76 2025:-33 2325:-999
145584 0:-999 298:-55 569:-57 784:-71 1103:-74 1355:-77 1441:-63 1898:-69 1946:-78 2166:-22 2325:-999
145704 0:-999 42:-66 517:-74 809:-55 1180:-82 1399:-72 1437:-57 1539:-47 1819:-29 2008:-78 2150:-71 2325:-999
146096 0:-999 181:-40 206:-71 837:-72 1132:-86 1289:-84 1639:-79 1950:-87 2068:-83 2325:-999
146325 0:-999 298:-58 418:-71 569:-65 1031:-69 1103:-69 1482:-78 1776:-76 1898:-55 1946:-38 2173:-86 2325:-999
146439 0:-999 218:-78 383:-80 667:-58 858:-74 1032:-72 1190:-71 1390:-50 1638:-71 1925:-78 2221:-74 2325:-999
146619 0:-999 378:-57 525:-77 640:-58 961:-75 1481:-67 1551:-78 1727:-74 1787:-49 1802:-75 1831:-73 2325:-999
146649 0:-999 181:-70 206:-33 1052:-74 1245:-83 1639:-62 1922:-74 1950:-78 1953:-77 2068:-80 2325:-999
146812 0:-999 189:-80 205:-74 640:-64 1346:-64 1387:-71 1758:-74 1787:-58 1905:-67 2168:-75 2232:-74 2325:-999
148264 0:-999 252:-70 662:-71 795:-83 822:-83 1256:-56 1345:-71 1561:-86 1845:-56 2286:-63 2325:-999
148265 0:-999 206:-85 252:-64 662:-68 795:-85 1256:-51 1345:-66 1561:-79 1845:-51 2286:-58 2325:-999
148713 0:-999 181:-41 206:-72 352:-84 504:-86 679:-90 837:-87 1637:-88 1639:-83 2325:-999
148973 0:-999 377:-43 876:-68 960:-68 1445:-43 1462:-72 1533:-51 1784:-69 2025:-41 2126:-61 2169:-73 2325:-999
149315 0:-999 284:-66 377:-27 960:-65 1031:-83 1445:-26 1462:-61 1533:-36 1784:-65 1898:-67 2025:-38 2325:-999
149395 0:-999 141:-86 592:-76 656:-85 1067:-89 1176:-79 1427:-91 1627:-75 1674:-84 2325:-999
149626 0:-999 42:-56 288:-56 491:-75 730:-70 809:-45 1399:-81 1539:-46 1819:-39 1844:-65 2278:-85 2325:-999
150395 0:-999 175:-65 198:-61 215:-71 235:-40 498:-53 698:-69 791:-88 912:-57 1138:-65 1372:-76 2325:-999
150396 0:-999 218:-68 858:-61 973:-74 1390:-49 1515:-86 1827:-41 1988:-70 1992:-66 2143:-96 2199:-79 2325:-999
150416 0:-999 667:-60 730:-69 858:-55 973:-75 1032:-62 1190:-50 1390:-44 1638:-52 1827:-45 1992:-65 2325:-999
150520 0:-999 418:-82 569:-74 1031:-62 1153:-91 1509:-47 1795:-64 1898:-61 1946:-57 2051:-75 2057:-74 2325:-999
151329 0:-999 98:-64 524:-53 773:-67 1065:-72 1411:-65 1850:-62 1986:-57 2311:-51 2312:-70 2325:-999
152229 0:-999 316:-69 377:-58 397:-57 1025:-73 1272:-76 1445:-58 1462:-31 1781:-70 1784:-26 2084:-77 2325:-999
152888 0:-999 262:-60 378:-55 957:-80 961:-76 1481:-67 1787:-40 1831:-68 1905:-70 2014:-60 2136:-73 2325:-999
153105 0:-999 378:-64 658:-61 1160:-72 1346:-74 1551:-78 1787:-51 1905:-47 2168:-72 2302:-64 2325:-999
153106 0:-999 373:-81 378:-64 1160:-77 1346:-78 1727:-78 1787:-46 1905:-55 2136:-70 2168:-80 2325:-999
153107 0:-999 195:-68 603:-68 736:-83 1250:-60 1788:-62 1898:-82 1933:-76 2110:-75 2144:-76 2318:-62 2325:-999
153483 0:-999 22:-62 544:-69 941:-89 1203:-64 1218:-79 1236:-80 1503:-89 1775:-56 2033:-88 2293:-68 2325:-999
153749 0:-999 22:-57 544:-56 1057:-68 1203:-52 1218:-78 1503:-75 1775:-48 1868:-70 2189:-80 2293:-49 2325:-999
153750 0:-999 22:-58 544:-54 1057:-63 1203:-54 1218:-75 1692:-87 1775:-49 1868:-65 1960:-83 2293:-48 2325:-999
154185 0:-999 252:-83 662:-70 709:-85 822:-86 1256:-65 1561:-83 1842:-83 1845:-65 2178:-56 2286:-66 2325:-999
154186 0:-999 134:-44 270:-65 524:-52 572:-66 967:-67 1015:-91 1411:-67 1850:-63 2119:-74 2246:-58 2325:-999
154226 0:-999 36:-65 48:-70 377:-36 758:-52 1445:-35 1462:-64 1533:-47 1933:-64 2025:-39 2126:-66 2325:-999
154644 0:-999 377:-39 592:-72 656:-72 793:-72 891:-70 960:-75 1533:-38 2025:-38 2126:-62 2169:-72 2325:-999
154931 0:-999 189:-80 262:-70 378:-54 640:-61 1787:-49 1905:-62 2014:-69 2325:-999
154955 0:-999 307:-52 572:-49 1158:-65 1160:-65 1346:-64 1883:-34 2097:-69 2136:-79 2168:-65 2325:-999
155948 0:-999 9:-56 109:-58 210:-43 641:-74 761:-57 909:-44 919:-67 1175:-36 1226:-57 1641:-43 2325:-999
155969 0:-999 189:-85 205:-62 378:-51 525:-78 1387:-84 1758:-62 1787:-47 1802:-70 2136:-65 2232:-63 2325:-999
155996 0:-999 134:-51 270:-62 524:-45 572:-58 728:-64 1411:-68 1850:-63 1986:-64 2246:-60 2311:-55 2325:-999
156009 0:-999 134:-44 524:-50 967:-65 1015:-91 1411:-65 1850:-67 1883:-79 2119:-69 2246:-56 2312:-68 2325:-999
156276 0:-999 98:-69 134:-38 773:-57 967:-54 1065:-61 1105:-67 1411:-67 1883:-65 1986:-59 2246:-60 2325:-999
156314 0:-999 77:-67 314:-56 315:-63 655:-65 1210:-65 1864:-64 1964:-37 2025:-68 2126:-58 2161:-73 2325:-999
156837 0:-999 77:-78 314:-68 315:-62 655:-69 1210:-76 1482:-87 1533:-75 1864:-77 1964:-40 2126:-77 2325:-999
156875 0:-999 298:-59 418:-55 569:-58 709:-76 784:-78 1441:-74 1776:-71 1946:-80 2166:-20 2173:-69 2325:-999
156904 0:-999 667:-65 730:-66 858:-48 1032:-74 1390:-50 1638:-48 1827:-31 1925:-74 1992:-59 2221:-76 2325:-999
157176 0:-999 134:-88 270:-73 967:-88 1230:-52 1381:-42 1850:-83 2119:-82 2246:-72 2311:-69 2312:-80 2325:-999
157237 0:-999 134:-33 270:-61 728:-66 967:-58 1015:-81 1065:-72 1411:-61 1461:-80 1471:-77 2119:-57 2325:-999
157250 0:-999 83:-82 181:-34 206:-66 679:-74 837:-79 885:-77 1155:-86 1639:-74 1922:-77 2068:-79 2325:-999
157606 0:-999 22:-59 466:-72 544:-64 1057:-65 1203:-47 1218:-81 1775:-57 1868:-70 2189:-78 2293:-62 2325:-999
157787 0:-999 298:-60 418:-55 710:-77 803:-82 923:-74 1031:-79 1441:-74 1898:-68 2166:-29 2173:-72 2325:-999
158154 0:-999 307:-58 414:-45 967:-66 1160:-64 1346:-64 1717:-76 1883:-34 2097:-65 2136:-67 2168:-66 2325:-999
158243 0:-999 98:-54 134:-42 270:-59 967:-59 1158:-61 1411:-65 1850:-52 2119:-62 2246:-46 2311:-47 2325:-999
66367 0:-999 218:-67 858:-51 973:-72 1190:-50 1390:-41 1770:-63 1827:-37 1988:-59 1992:-61 2006:-65 2325:-999
66381 0:-999 195:-63 252:-84 1246:-47 1250:-50 1355:-69 1898:-84 2028:-84 2051:-71 2318:-65 2325:-999
66475 0:-999 378:-48 640:-53 1160:-58 1346:-58 1481:-63 1787:-38 1905:-59 2136:-59 2168:-58 2302:-53 2325:-999
66913 0:-999 406:-20 580:-90 852:-59 1350:-60 1593:-82 1862:-83 1940:-29 2325:-999
67301 0:-999 205:-69 378:-58 640:-56 1346:-54 1787:-42 1883:-67 1905:-60 2136:-59 2168:-54 2232:-69 2325:-999
67839 0:-999 42:-63 288:-55 730:-66 809:-56 1180:-83 1437:-60 1539:-51 1689:-79 1819:-42 2278:-76 2325:-999
68018 0:-999 603:-75 736:-80 1093:-58 1114:-66 1176:-70 1384:-56 1876:-39 2021:-76 2110:-63 2325:-999
68280 0:-999 314:-59 315:-47 511:-78 603:-73 1176:-82 1384:-73 1482:-79 1876:-76 1964:-23 2057:-76 2325:-999
68371 0:-999 98:-59 134:-38 270:-65 524:-53 967:-62 1105:-73 1850:-61 2119:-58 2246:-45 2311:-50 2325:-999
68393 0:-999 98:-60 524:-41 572:-57 773:-62 1065:-65 1105:-79 1158:-60 1411:-61 1986:-53 2311:-59 2325:-999
68407 0:-999 134:-40 414:-84 519:-84 572:-61 967:-58 1158:-68 1717:-87 1883:-71 2097:-81 2325:-999
68500 0:-999 134:-61 572:-74 728:-58 967:-78 1015:-69 1411:-41 1471:-77 2074:-78 2119:-49 2246:-68 2325:-999
70611 0:-999 218:-58 383:-53 1289:-73 1369:-74 1827:-77 1925:-54 1930:-78 2055:-39 2087:-74 2221:-56 2325:-999
70612 0:-999 206:-85 252:-62 662:-66 795:-85 822:-82 1256:-48 1345:-68 1561:-75 1845:-48 2286:-57 2325:-999
70613 0:-999 252:-70 662:-70 795:-81 822:-90 1277:-84 1345:-63 1561:-82 1845:-68 2067:-80 2178:-68 2325:-999
71742 0:-999 189:-68 640:-31 702:-72 957:-63 961:-62 1164:-73 1485:-63 1727:-67 1802:-54 1823:-68 2325:-999
72026 0:-999 189:-77 205:-66 640:-60 1387:-73 1481:-74 1727:-83 1758:-66 1787:-54 2136:-64 2232:-66 2325:-999
72291 0:-999 378:-53 525:-70 640:-53 1346:-79 1551:-71 1727:-49 1802:-66 1823:-82 2136:-73 2302:-69 2325:-999
72365 0:-999 270:-75 728:-76 773:-86 1065:-75 1158:-81 1381:-36 1411:-83 1850:-70 2311:-65 2312:-74 2325:-999
72414 0:-999 98:-65 524:-47 728:-61 1065:-72 1105:-68 1158:-79 1411:-62 1850:-65 2311:-50 2312:-70 2325:-999
72829 0:-999 98:-60 270:-63 524:-40 572:-58 728:-67 1065:-61 1411:-66 1850:-65 1986:-59 2311:-44 2325:-999
73651 0:-999 298:-54 418:-62 569:-59 784:-79 803:-79 1031:-81 1291:-86 1519:-87 2166:-32 2173:-75 2325:-999
73905 0:-999 98:-41 524:-63 1065:-73 1158:-73 1277:-76 1411:-79 1850:-37 2119:-75 2246:-51 2311:-49 2325:-999
73949 0:-999 98:-66 233:-82 728:-85 1065:-69 1105:-85 1158:-66 1381:-39 1411:-70 2311:-52 2312:-71 2325:-999
74158 0:-999 98:-66 134:-46 270:-65 414:-91 524:-49 967:-64 1158:-70 1411:-66 2119:-66 2246:-60 2325:-999
74502 0:-999 288:-63 730:-68 809:-50 1180:-78 1437:-52 1539:-32 1638:-86 1819:-26 1867:-91 2278:-79 2325:-999
74574 0:-999 42:-62 288:-63 359:-82 517:-33 730:-73 809:-58 1213:-76 1689:-68 1952:-71 2278:-63 2325:-999
75427 0:-999 619:-78 667:-58 973:-57 1032:-62 1638:-70 1827:-67 1925:-76 1988:-48 1992:-46 2221:-76 2325:-999
75490 0:-999 377:-33 592:-69 1026:-75 1031:-81 1445:-34 1482:-82 1533:-34 2025:-33 2126:-64 2169:-72 2325:-999
75609 0:-999 29:-38 476:-82 491:-92 513:-38 517:-90 629:-42 825:-42 1368:-38 2325:-999
75678 0:-999 22:-67 466:-75 544:-54 1057:-63 1203:-59 1218:-84 1775:-55 1868:-79 2189:-93 2293:-59 2325:-999
76605 0:-999 48:-47 284:-42 511:-65 603:-52 625:-52 960:-53 1355:-57 1898:-56 2021:-54 2051:-57 2325:-999
76727 0:-999 134:-69 307:-54 414:-46 967:-64 1065:-74 1158:-80 1883:-50 2168:-70 2325:-999
76844 0:-999 153:-77 818:-70 854:-50 1041:-81 1081:-65 1151:-78 1652:-61 1801:-47 2099:-68 2146:-57 2325:-999
77254 0:-999 270:-56 524:-40 773:-59 1105:-64 1411:-59 1850:-61 1986:-51 2311:-46 2312:-68 2325:-999
77376 0:-999 134:-70 307:-55 414:-43 1158:-79 1717:-75 1787:-79 1883:-34 2097:-65 2136:-67 2325:-999
77428 0:-999 134:-68 307:-55 414:-49 967:-65 1158:-80 1717:-72 1883:-32 1905:-70 2097:-72 2136:-80 2325:-999
78406 0:-999 252:-73 294:-94 324:-97 449:-97 519:-78 662:-67 709:-87 822:-92 1291:-87 2310:-97 2325:-999
78417 0:-999 206:-85 252:-84 662:-76 709:-79 795:-85 822:-89 1069:-87 1842:-81 1845:-58 2310:-88 2325:-999
78418 0:-999 181:-48 352:-81 504:-82 1132:-83 1138:-88 1155:-89 1289:-76 1639:-76 1930:-77 2068:-84 2325:-999
78723 0:-999 134:-71 307:-52 414:-42 519:-59 967:-69 1160:-63 1346:-63 1717:-75 1883:-28 2097:-63 2325:-999
78771 0:-999 98:-62 524:-35 572:-58 1065:-70 1105:-55 1411:-70 1850:-54 1986:-60 2311:-41 2325:-999
78772 0:-999 98:-57 270:-60 524:-41 572:-57 1065:-64 1105:-67 1411:-71 1850:-56 2311:-43 2325:-999
78913 0:-999 330:-86 375:-92 685:-60 796:-59 1713:-75 1808:-78 1969:-69 2113:-89 2325:-999
27447 0:-999 418:-71 972:-87 1031:-66 1482:-83 1509:-62 1795:-45 1816:-79 1898:-62 1946:-38 2173:-85 2325:-999
27753 0:-999 134:-31 524:-39 967:-55 1015:-74 1230:-82 1411:-59 1471:-76 1850:-64 2119:-58 2246:-51 2325:-999
27754 0:-999 134:-43 524:-48 967:-55 1015:-78 1461:-81 1471:-73 2074:-79 2119:-59 2246:-45 2311:-50 2325:-999
28262 0:-999 27:-56 416:-70 692:-57 1120:-60 1512:-59 1581:-80 1854:-64 1984:-80 2095:-50 2325:-999
28312 0:-999 810:-81 935:-55 1069:-59 1096:-67 1119:-77 1176:-89 1319:-77 1499:-80 1798:-85 1990:-77 2325:-999
28475 0:-999 214:-82 339:-63 1066:-61 1092:-64 1217:-75 1271:-62 1383:-64 1601:-75 2080:-81 2217:-81 2325:-999
28640 0:-999 98:-55 134:-44 773:-67 967:-62 1065:-61 1105:-69 1411:-62 1850:-58 2119:-65 2246:-48 2325:-999
28798 0:-999 134:-65 252:-75 307:-57 324:-83 414:-45 822:-79 967:-43 1032:-90 1461:-59 1883:-34 2325:-999
29250 0:-999 307:-48 414:-55 524:-65 572:-56 967:-69 1346:-73 1883:-35 2097:-69 2136:-71 2168:-73 2325:-999
29302 0:-999 314:-65 315:-52 655:-63 1031:-86 1210:-67 1533:-79 1864:-69 1964:-35 2126:-75 2161:-88 2325:-999
29521 0:-999 98:-65 134:-69 270:-83 1277:-90 1411:-87 1850:-59 2246:-52 2311:-66 2312:-84 2325:-999
29596 0:-999 667:-61 730:-75 858:-55 973:-78 1390:-42 1638:-60 1827:-49 1925:-74 1988:-54 2221:-70 2325:-999
29878 0:-999 205:-65 640:-58 1160:-54 1346:-54 1481:-64 1758:-65 1787:-47 2136:-64 2168:-54 2232:-65 2325:-999
30210 0:-999 30:-71 809:-72 1033:-71 1764:-44 1794:-71 1999:-79 2008:-72 2150:-65 2278:-60 2279:-67 2325:-999
30467 0:-999 42:-75 288:-68 491:-83 517:-78 730:-69 809:-58 1539:-52 1689:-91 1819:-45 2278:-71 2325:-999
30474 0:-999 22:-62 544:-63 598:-85 918:-83 1057:-59 1203:-52 1775:-59 1868:-67 2189:-77 2293:-58 2325:-999
30550 0:-999 109:-68 210:-60 761:-70 898:-74 909:-48 1175:-43 1226:-65 1641:-50 1836:-79 2075:-76 2325:-999
30624 0:-999 387:-83 454:-93 685:-49 731:-83 807:-72 1808:-79 1924:-92 1969:-69 2325:-999
30674 0:-999 517:-80 730:-50 809:-60 1399:-50 1539:-70 1638:-71 1819:-68 1844:-59 1987:-47 2278:-76 2325:-999
30741 0:-999 22:-82 1057:-83 1203:-81 1236:-56 1444:-80 1775:-79 1868:-80 2189:-53 2201:-66 2293:-73 2325:-999
31042 0:-999 511:-80 569:-63 603:-71 764:-79 1058:-83 1509:-42 1795:-55 1946:-58 2057:-72 2325:-999
31154 0:-999 98:-71 134:-52 524:-53 728:-55 967:-68 1065:-55 1105:-70 1411:-32 2119:-49 2246:-66 2325:-999
31155 0:-999 667:-63 730:-80 858:-62 1032:-67 1390:-45 1638:-58 1827:-43 1988:-71 2221:-74 2325:-999
31342 0:-999 42:-58 288:-58 491:-76 517:-72 1399:-76 1437:-49 1689:-82 1819:-43 2008:-80 2234:-75 2325:-999
31615 0:-999 378:-53 640:-46 1481:-57 1727:-64 1787:-58 1802:-63 1823:-62 1831:-46 1905:-68 2136:-65 2325:-999
31637 0:-999 22:-61 466:-67 544:-62 1057:-60 1203:-51 1218:-75 1444:-74 1775:-55 1994:-81 2189:-82 2325:-999
31665 0:-999 134:-42 414:-85 524:-44 572:-63 967:-63 1105:-70 1158:-75 1717:-86 1986:-62 2311:-52 2325:-999
32537 0:-999 48:-64 284:-64 377:-42 960:-65 1445:-44 1462:-78 1781:-76 1784:-70 2025:-34 2057:-79 2325:-999
33490 0:-999 4:-59 618:-68 793:-49 891:-60 1064:-68 1120:-77 1533:-68 1806:-57 1854:-84 1882:-30 2325:-999
119027 0:-999 397:-67 793:-69 891:-68 1445:-28 1533:-35 1784:-65 2025:-39 2126:-60 2169:-70 2325:-999
119028 0:-999 181:-33 206:-60 482:-88 504:-79 679:-74 885:-80 1639:-70 1922:-77 1930:-80 2162:-82 2325:-999
119174 0:-999 134:-73 307:-68 414:-52 967:-67 1160:-79 1346:-79 1717:-73 1883:-39 2097:-75 2168:-79 2325:-999
119388 0:-999 685:-53 807:-82 1035:-50 1423:-96 1510:-50 1713:-78 1808:-77 1924:-86 1969:-60 2113:-90 2325:-999
119602 0:-999 316:-76 377:-69 397:-57 861:-69 1025:-74 1445:-68 1462:-40 1781:-71 1784:-43 2025:-60 2325:-999
119764 0:-999 134:-48 728:-54 773:-63 1065:-52 1101:-64 1105:-61 1411:-47 1850:-62 1986:-66 2119:-47 2325:-999
120402 0:-999 42:-73 288:-83 517:-37 730:-80 809:-65 1399:-78 1689:-70 1819:-85 2234:-80 2278:-67 2325:-999
120908 0:-999 667:-61 858:-60 1032:-67 1390:-38 1638:-56 1827:-41 1925:-72 1988:-71 1992:-58 2325:-999
120988 0:-999 134:-42 270:-46 967:-59 1015:-63 1101:-67 1411:-52 1461:-70 1471:-66 2074:-68 2119:-38 2325:-999
120989 0:-999 98:-78 134:-48 572:-75 967:-56 1065:-58 1101:-72 1158:-74 1411:-59 2246:-57 2311:-70 2325:-999
121003 0:-999 77:-72 314:-62 315:-50 603:-71 655:-51 1210:-67 1445:-77 1864:-67 1964:-34 2126:-72 2325:-999
121012 0:-999 27:-59 486:-42 610:-46 770:-55 1064:-56 1581:-55 1696:-58 1984:-55 2273:-58 2325:-999
121169 0:-999 387:-77 454:-88 685:-47 796:-62 807:-80 1035:-43 1423:-79 1510:-44 1808:-83 1969:-71 2325:-999
121437 0:-999 27:-47 350:-64 416:-60 436:-53 770:-68 950:-55 1512:-46 2095:-57 2325:-999
